regulator,account_holder,account_type,account_status,operator_id,permit_id,installation_name,first_year,last_year,recorded_emissions_2021,recorded_emissions_2022,recorded_emissions_2023,recorded_emissions_2024,cumulative_emissions,cumulative_surrenders,surrender_status_2021,surrender_status_2022,surrender_status_2023,surrender_status_2024,nace_code,nace_description,regulated_activity,alloc_entitlement_2025,alloc_delivered_2025,alloc_entitlement_2026,alloc_delivered_2026,cps_scope,cps_scope_rule
EA,AAK International,OPERATOR_HOLDING_ACCOUNT,OPEN,1000000,UK-E-IN-13705,AAK (UK),2021,,22319.0,21684.0,18190.0,17507.0,79700,79700,A,A,A,A,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,8930,8931,8930,8930,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,AB InBev UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000001,UK-E-IN-11420,Samlesbury Brewery,2021,,15743.0,16533.0,13328.0,13304.0,58908,58908,A,A,A,A,1105,Manufacture of beer,COMBUSTION_OF_FUELS,2853,2853,2853,2853,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Advanced Proteins Unltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000002,UK-E-IN-13797,Bones Lane Factory,2021,,44207.0,48530.0,43355.0,42962.0,179054,179054,A,A,A,A,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,11618,11618,11618,11618,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Aggregate Industries UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000003,UK-E-IN-12700,Bardon Hill,2021,,17811.0,16492.0,17520.0,16962.0,68785,68785,A,A,A,A,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,9661,9661,9661,9661,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Alderley Park Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000004,UK-E-IN-13694,Alderley Park Energy Centre,2021,,14169.0,19902.0,19385.0,16802.0,70258,70258,A,A,A,A,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,1521,1521,1521,1521,CPS_CHP_FLAG,R4_chp_nace3530_combustion
EA,Alkane Energy CM limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000005,UK-E-IN-13553,Staveley Energy Park,2021,,3688.0,7304.0,2767.0,1252.0,15011,15011,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Special Melted Products Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000006,UK-E-IN-12680,Special Melted Products Limited,2021,,7447.0,10711.0,10366.0,11933.0,40457,40457,A,A,A,A,2445,Other non-ferrous metal production,COMBUSTION_OF_FUELS,9230,9230,9230,9230,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Verallia UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000007,UK-E-IN-11533,Verallia UK Limited - Leeds,2021,,65539.0,50449.0,53387.0,36868.0,206243,206243,A,A,A,A,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,34843,34843,34843,34843,CPS_NOT_APPLICABLE,R7_process_activity
EA,Verallia UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000008,UK-E-IN-11693,Allied Glass Containers Ltd - Knottingley,2021,,56583.0,61227.0,51336.0,39061.0,208207,208207,A,A,A,A,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,26121,26121,26121,26121,CPS_NOT_APPLICABLE,R7_process_activity
EA,Archer Daniels Midland Erith Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000009,UK-E-IN-11779,Archer Daniels Midland Erith Ltd,2021,,67329.0,64488.0,69596.0,67402.0,268815,268815,A,A,A,A,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,24797,24797,35152,35152,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Arconic  Manufacturing (GB) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000010,UK-E-IN-12608,Arconic  Manufacturing (GB) Limited,2021,,26523.0,33590.0,27702.0,32496.0,120311,120311,A,A,A,A,2442,Aluminium production,PRODUCTION_OF_SECONDARY_ALUMINIUM,24132,24132,24132,24132,CPS_NOT_APPLICABLE,R7_process_activity
EA,Ardagh Glass Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000011,UK-E-IN-11669,Ardagh Glass - Headlands,2021,,69095.0,68218.0,55117.0,42021.0,234451,234451,A,A,A,A,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,30842,30842,30842,30842,CPS_NOT_APPLICABLE,R7_process_activity
EA,Ardagh Glass Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000012,UK-E-IN-11902,Ardagh Glass Ltd,2021,,145557.0,155293.0,140247.0,125076.0,566173,566173,A,A,A,A,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,72718,72718,72718,72718,CPS_NOT_APPLICABLE,R7_process_activity
EA,Ardagh Glass Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000013,UK-E-IN-11670,Ardagh Glass - Wheatley,2021,,115442.0,121461.0,95735.0,116177.0,448815,448815,A,A,A,A,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,62576,62576,62576,62576,CPS_NOT_APPLICABLE,R7_process_activity
EA,ARL 011 Limited (In Administration),OPERATOR_HOLDING_ACCOUNT,OPEN,1000014,UK-E-IN-13768,CHESTERFIELD ROAD,2021,2021,8438.0,,,,8438,0,C,B,B,B,,,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Arla Foods Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000015,UK-E-IN-13534,Arla Foods Westbury,2021,,21960.0,18928.0,20274.0,20070.0,81232,81232,A,A,A,A,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,9373,9373,9373,9373,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Ashford Power Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000016,UK-E-IN-13552,Ashford Power,2021,,18248.0,19312.0,11556.0,11260.0,60376,60376,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,AstraZeneca UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000017,UK-E-IN-11698,AstraZeneca UK – Macclesfield,2021,,52938.0,41089.0,31870.0,21344.0,147241,147241,A,A,A,A,2110,Manufacture of basic pharmaceutical products,COMBUSTION_OF_FUELS,13902,13902,17811,17811,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,AWE Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000018,UK-E-IN-11574,Aldermaston Combustion,2021,,28680.0,25663.0,26605.0,27032.0,107980,107980,A,A,A,A,8422,Defence activities ,COMBUSTION_OF_FUELS,5642,5642,5642,5642,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,BAE Systems Marine Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000019,UK-E-IN-11699,BAE Systems - Barrow,2021,,16678.0,8603.0,8120.0,8148.0,41549,41549,A,A,A,A,3011,Building of ships and floating structures,COMBUSTION_OF_FUELS,1586,1586,1586,1586,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,KBS Maritime Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000020,UK-E-IN-14084,Boilers for District steam and HW aka PNB Energy Centre,2021,,43721.0,34061.0,22122.0,26486.0,126390,126390,A,A,A,A,8422,Defence activities ,COMBUSTION_OF_FUELS,2434,3174,2434,2434,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Bancroft Generation Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000021,UK-E-IN-13753,Bancroft,2021,,20146.0,18148.0,9895.0,7818.0,56007,56007,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Basell Polyolefins UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000022,UK-E-IN-11742,Basell Polyolefins UK Limited - Carrington,2021,,20453.0,17953.0,20268.0,21723.0,80397,80397,A,A,A,A,2016,Manufacture of plastics in primary forms,COMBUSTION_OF_FUELS,13107,13107,13107,13107,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Baxter Healthcare Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000023,UK-E-IN-13789,Baxter Healthcare Limited Thetford,2021,,15350.0,16076.0,16938.0,20483.0,68847,68847,A,A,A,A,2110,Manufacture of basic pharmaceutical products,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Beatson Clark Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000024,UK-E-IN-11582,Beatson Clark plc - Rotherham,2021,,49339.0,49262.0,50175.0,48649.0,197425,197425,A,A,A,A,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,30889,32890,30889,30889,CPS_NOT_APPLICABLE,R7_process_activity
EA,Bentley Motors Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000025,UK-E-IN-11587,Bentley – Crewe,2021,,15595.0,15053.0,12676.0,12530.0,55854,55854,A,A,A,A,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,2721,3163,2721,2721,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Wharfside Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000026,UK-E-IN-14973,Elevator Road,2021,,12700.0,8170.0,4652.0,3832.0,29354,29354,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Birmingham District Energy Company Limited,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000027,UK-E-IN-12001,Aston University Energy Centre,2021,2023,7940.0,7776.0,2748.0,,18464,18464,A,A,A,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,0,0,0,0,CPS_CHP_FLAG,R4_chp_nace3530_combustion
EA,Birmingham District Energy Company Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000028,UK-E-IN-12652,Broadstreet Energy Scheme,2021,,8788.0,10447.0,9964.0,11022.0,40221,40221,A,A,A,A,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,902,902,1325,1325,CPS_CHP_FLAG,R4_chp_nace3530_combustion
EA,BMW (UK) Manufacturing Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000029,UK-E-IN-11487,BMW (UK) Manufacturing Ltd,2021,,39484.0,35518.0,36147.0,24623.0,135772,135772,A,A,A,A,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,6473,6473,6473,6473,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,BOC Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000030,UK-E-IN-12594,Teesside Hydrogen Plant,2021,,222339.0,166606.0,158356.0,178554.0,725855,725855,A,A,A,A,2011,Manufacture of industrial gases,PRODUCTION_OF_HYDROGEN_AND_SYNTHESIS_GAS,110007,110007,110007,110007,CPS_NOT_APPLICABLE,R7_process_activity
EA,Ineos Acetyls UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000031,UK-E-IN-14119,Ineos Acetyls Hull,2021,,294336.0,204072.0,249260.0,251020.0,998688,998688,A,A,A,A,2059,Manufacture of other chemical products n.e.c.,PRODUCTION_OF_BULK_CHEMICALS; PRODUCTION_OF_HYDROGEN_AND_SYNTHESIS_GAS; COMBUSTION_OF_FUELS,189899,252530,189899,189899,CPS_NOT_APPLICABLE,R7_process_activity
EA,Breedon Cement Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000032,UK-E-IN-13236,Hope Cement Works,2021,,1107670.0,1058215.0,1036412.0,985226.0,4187523,4187523,A,A,A,A,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,862168,862168,862168,862168,CPS_NOT_APPLICABLE,R7_process_activity
EA,Briar Chemicals Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000033,UK-E-IN-12582,Briar Chemicals Limited,2021,,13808.0,18833.0,11632.0,13277.0,57550,57550,A,A,A,A,2020,Manufacture of pesticides and other agrochemical products,COMBUSTION_OF_FUELS,2250,2250,2399,2399,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Bridgnorth Aluminium Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000034,UK-E-IN-12593,Bridgnorth Aluminium Limited,2021,,29492.0,27095.0,16088.0,21623.0,94298,94298,A,A,A,A,2442,Aluminium production,PRODUCTION_OF_SECONDARY_ALUMINIUM,14262,19059,14262,14262,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Airways plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000035,UK-E-IN-11788,BRITISH AIRWAYS HEATHROW MAINTENANCE BASE,2021,,13289.0,10249.0,6661.0,7426.0,37625,37625,A,A,A,A,3316,Repair and maintenance of aircraft and spacecraft,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,British Salt Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000036,UK-E-IN-11973,British Salt Limited,2021,,56782.0,53283.0,50353.0,52251.0,212669,212669,A,A,A,A,893,Extraction of salt,COMBUSTION_OF_FUELS,34333,34333,34333,34333,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,British Steel Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000037,UK-E-IN-13784,Scunthorpe Integrated Iron & Steel Works,2021,,4679901.0,3977034.0,3242936.0,2682989.0,14582860,14582860,A,A,A,A,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OF_PIG_IRON_OR_STEEL,2682104,2682104,2682104,2682104,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Steel Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000038,UK-E-IN-13785,Special Profiles,2021,,37395.0,37675.0,31112.0,28304.0,134486,134486,A,A,A,A,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,20941,20941,20941,20941,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Steel Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000039,UK-E-IN-13786,Teesside Beam Mill,2021,,74737.0,67781.0,56632.0,53985.0,253135,253135,A,A,A,A,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,41098,47870,41098,41098,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Sugar Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000040,UK-E-IN-11675,Cantley Sugar Factory,2021,,85106.0,58511.0,30341.0,63330.0,237288,237288,A,A,A,A,1081,Manufacture of sugar,PRODUCTION_OF_LIME_OR_CALCINATION_OF_DOLOMITE_MAGNESITE,18488,18488,18488,18488,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Sugar Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000041,UK-E-IN-11673,British Sugar plc - Newark,2021,,94137.0,102596.0,87410.0,93352.0,377495,377495,A,A,A,A,1081,Manufacture of sugar,PRODUCTION_OF_LIME_OR_CALCINATION_OF_DOLOMITE_MAGNESITE,59104,59104,59104,59104,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Sugar Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000042,UK-E-IN-11674,Bury St Edmunds Sugar Factory,2021,,217274.0,221876.0,235317.0,251734.0,926201,926201,A,A,A,A,1081,Manufacture of sugar,PRODUCTION_OF_LIME_OR_CALCINATION_OF_DOLOMITE_MAGNESITE,83826,83826,83826,83826,CPS_NOT_APPLICABLE,R7_process_activity
EA,British Sugar Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000043,UK-E-IN-11672,Wissington Sugar Factory,2021,,311108.0,323279.0,304692.0,323360.0,1262439,1262439,A,A,A,A,1081,Manufacture of sugar,PRODUCTION_OF_LIME_OR_CALCINATION_OF_DOLOMITE_MAGNESITE,127851,127851,127851,127851,CPS_NOT_APPLICABLE,R7_process_activity
EA,Bury Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000044,UK-E-IN-13488,Bury Power Station,2021,,12880.0,11501.0,4223.0,1912.0,30516,30516,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,BYK Additives Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000045,UK-E-IN-11581,BYK Additives Limited,2021,,6914.0,5179.0,4054.0,6088.0,22235,22235,A,A,A,A,2013,Manufacture of other inorganic basic chemicals,COMBUSTION_OF_FUELS,3458,3458,3458,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,CANARY WHARF GROUP PLC,OPERATOR_HOLDING_ACCOUNT,OPEN,1000046,UK-E-IN-13799,1-5 Bank Street,2021,,1129.0,1702.0,1835.0,1279.0,5945,5946,B,A,A,A,6820,Renting and operating of own or leased real estate,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Cargill PLC,OPERATOR_HOLDING_ACCOUNT,OPEN,1000047,UK-E-IN-11668,Cargill - Trafford Park,2021,,154709.0,147914.0,136548.0,125027.0,564198,564198,A,A,A,A,1062,Manufacture of starches and starch products,COMBUSTION_OF_FUELS,49907,49907,61020,61020,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Carrington Power Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000048,UK-E-IN-13023,Carrington CCGT,2021,,1704936.0,1764905.0,1186807.0,1128143.0,5784791,5784791,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Castle Cement Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000049,UK-E-IN-11396,KETTON WORKS,2021,,732294.0,670145.0,514595.0,498446.0,2415480,2415480,A,A,A,A,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,534779,534779,534779,534779,CPS_NOT_APPLICABLE,R7_process_activity
EA,Castle Cement Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000050,UK-E-IN-11380,Ribblesdale Works,2021,,544790.0,514378.0,434646.0,468090.0,1961904,1961904,A,A,A,A,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,452467,452467,452467,452467,CPS_NOT_APPLICABLE,R7_process_activity
EA,CATS North Sea Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000051,UK-E-IN-13316,Central Area Transmission System,2021,,56524.0,58296.0,54267.0,45960.0,215047,215047,A,A,A,A,620,Extraction of natural gas,COMBUSTION_OF_FUELS,12533,12533,12533,12533,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,CEMEX UK Cement Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000052,UK-E-IN-11410,South Ferriby Works,2021,2024,1.0,1.0,1.0,3.0,6,6,A,A,A,A,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,0,0,0,0,CPS_NOT_APPLICABLE,R7_process_activity
EA,CEMEX UK Cement Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000053,UK-E-IN-11406,Rugby Works,2021,,1029320.0,913454.0,757531.0,805323.0,3505628,3505628,A,A,A,A,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,691425,691425,691425,691425,CPS_NOT_APPLICABLE,R7_process_activity
EA,CBS Energy Storage Assets UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000054,UK-E-IN-11462,Glanford Brigg Generating Station,2021,,31575.0,21023.0,12817.0,15711.0,81126,81126,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,River Nene Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000055,UK-E-IN-14040,Peterborough Power Station,2021,,62722.0,34863.0,19324.0,16774.0,133683,133683,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Centrica Energy Storage Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000056,UK-E-IN-11497,Centrica Energy Storage Limited,2021,,45473.0,97833.0,90412.0,111502.0,345220,345220,A,A,A,A,620,Extraction of natural gas,COMBUSTION_OF_FUELS,20660,20660,20660,20660,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Cereal Partners UK : Nestle UK Ltd : General Mills Canada Corporation,OPERATOR_HOLDING_ACCOUNT,OPEN,1000057,UK-E-IN-11403,CPUK Bromborough,2021,,23858.0,25147.0,23692.0,22958.0,95655,95655,A,A,A,A,1061,Manufacture of grain mill products,COMBUSTION_OF_FUELS,1680,1680,2883,2883,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,CF Fertilisers UK Limited,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000058,UK-E-IN-12027,Ince Fertilizer Works,2021,2022,452684.0,6754.0,,,459438,459438,A,A,,,2015,Manufacture of fertilisers and nitrogen compounds,PRODUCTION_OF_NITRIC_ACID,0,0,0,0,CPS_NOT_APPLICABLE,R7_process_activity
EA,CF Fertilisers UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000059,UK-E-IN-11523,Billingham Fertilizer Works,2021,,796161.0,629956.0,36204.0,35669.0,1497990,1497990,A,A,A,A,2015,Manufacture of fertilisers and nitrogen compounds,COMBUSTION_OF_FUELS,150426,150426,150426,150426,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Chadderton Generation Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000060,UK-E-IN-13752,Chadderton,2021,,18645.0,16528.0,11088.0,8619.0,54880,54880,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,CIB Properties Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000061,UK-E-IN-13442,Riverdale Data Centre,2021,,10533.0,9010.0,8799.0,9865.0,38207,38209,A,A,A,A,6499,"Other financial service activities, except insurance and pension funding n.e.c.",COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Cleveland Potash Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000062,UK-E-IN-11399,Boulby Mine,2021,,9081.0,9540.0,5487.0,5147.0,29255,29255,A,A,A,A,891,Mining of chemical and fertiliser minerals,COMBUSTION_OF_FUELS,3924,3924,3924,3924,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,CNH Industrial N.V.,OPERATOR_HOLDING_ACCOUNT,OPEN,1000063,UK-E-IN-14024,Case New Holland Basildon,2021,,5922.0,4597.0,3151.0,5478.0,19148,19148,A,A,A,A,2830,Manufacture of agricultural and forestry machinery,COMBUSTION_OF_FUELS,959,959,959,959,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,CONOCOPHILLIPS (U.K.) TEESSIDE OPERATOR LIMITED,OPERATOR_HOLDING_ACCOUNT,OPEN,1000064,UK-E-IN-13711,"ConocoPhillips, Seal Sands",2021,,293749.0,263922.0,263137.0,258022.0,1078830,1078830,A,A,A,A,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,177783,180161,177783,177783,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Conrad (Benfleet) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000065,UK-E-IN-13708,Conrad (Benfleet),2021,,2040.0,7948.0,3877.0,4247.0,18112,18112,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Conrad (Bilston) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000066,UK-E-IN-13818,Bilston,2021,,2354.0,6772.0,4089.0,2090.0,15305,15305,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Conrad (Bispham) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000067,UK-E-IN-13757,Bispham,2021,,5099.0,9502.0,804.0,882.0,16287,16287,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Conrad (Chatterley) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000068,UK-E-IN-13782,Chatterley,2021,,5491.0,5681.0,1075.0,1351.0,13598,13598,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Conrad (Heybridge) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000069,UK-E-IN-13709,Conrad (Heybridge) Limited,2021,,1697.0,5621.0,3773.0,4333.0,15424,15424,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Conrad (Middlewich) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000070,UK-E-IN-13758,Middlewich,2021,,4624.0,6830.0,1146.0,755.0,13355,13355,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Conrad (Purfleet) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000071,UK-E-IN-13817,Purfleet,2021,,2111.0,5448.0,5230.0,5672.0,18461,18461,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Cooper Tire & Rubber Company Europe Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000072,UK-E-IN-11681,Cooper Tire & Rubber Company Europe Limited,2021,2023,13273.0,12683.0,11761.0,,37717,37717,A,A,A,,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Corby Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000073,UK-E-IN-11510,Corby Power Station,2021,,24517.0,17998.0,6457.0,8766.0,57738,57738,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Creyke Beck Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000074,UK-E-IN-13573,Creyke Beck Peaking Plant,2021,,27715.0,20802.0,10945.0,6124.0,65586,65586,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Croda Europe Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000075,UK-E-IN-12065,Croda Europe - Ditton,2021,,2866.0,2398.0,2190.0,1100.0,8554,8554,A,A,A,A,2059,Manufacture of other chemical products n.e.c.,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Cargill Bioindustrial UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000076,UK-E-IN-14274,Equus UK Topco Limited,2021,,17472.0,13095.0,6319.0,5573.0,42459,42459,A,A,A,A,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,3424,3424,3424,3424,CPS_NOT_APPLICABLE,R6_industrial_combustion
